UNK 0
BETWEEN 4995
START 4995
END 4995
[701.0,48.0,675.0,2.0,7.0,195.0,650.0,372.0] 1
[628.0,38.0,811.0,1.0,6.0,344.0,348.0,214.0] 1
[308.0,44.0,58.0,1.0,8.0,348.0,348.0,214.0] 1
[722.0,51.0,484.0,1.0,9.0,339.0,195.0,423.0] 1
[889.0,23.0,484.0,1.0,9.0,116.0,361.0,653.0] 1
[708.0,49.0,491.0,1.0,8.0,344.0,360.0,361.0] 1
[329.0,47.0,901.0,1.0,7.0,126.0,347.0,195.0] 1
[873.0,21.0,72.0,1.0,9.0,571.0,508.0,195.0] 1
[708.0,49.0,660.0,2.0,8.0,195.0,218.0,594.0] 1
[906.0,26.0,326.0,1.0,6.0,458.0,218.0,195.0] 1
[864.0,20.0,96.0,2.0,9.0,122.0,195.0,505.0] 1
[517.0,22.0,769.0,2.0,2.0,410.0,219.0,410.0] 1
[661.0,43.0,161.0,1.0,6.0,361.0,248.0,358.0] 1
[601.0,34.0,49.0,2.0,5.0,571.0,484.0,586.0] 1
[864.0,20.0,394.0,1.0,9.0,338.0,238.0,195.0] 1
[681.0,46.0,649.0,1.0,9.0,361.0,338.0,195.0] 1
[594.0,33.0,272.0,2.0,8.0,319.0,831.0,839.0] 1
[218.0,32.0,838.0,1.0,6.0,829.0,340.0,656.0] 1
[264.0,38.0,104.0,1.0,6.0,831.0,831.0,195.0] 1
[572.0,30.0,254.0,1.0,2.0,195.0,0.0,0.0] 1
[557.0,28.0,809.0,1.0,6.0,798.0,195.0,195.0] 1
[320.0,46.0,388.0,2.0,5.0,420.0,645.0,237.0] 1
[902.0,25.0,504.0,2.0,4.0,195.0,511.0,218.0] 1
[216.0,31.0,106.0,2.0,6.0,829.0,218.0,338.0] 1
[373.0,2.0,620.0,1.0,8.0,602.0,361.0,348.0] 1
[423.0,9.0,107.0,2.0,8.0,684.0,830.0,438.0] 1
[673.0,44.0,654.0,1.0,6.0,453.0,65.0,195.0] 1
[93.0,14.0,108.0,1.0,9.0,348.0,345.0,361.0] 1
[154.0,22.0,43.0,1.0,8.0,348.0,347.0,360.0] 1
[522.0,23.0,109.0,1.0,7.0,830.0,571.0,195.0] 1
[402.0,6.0,307.0,1.0,5.0,609.0,195.0,297.0] 1
[733.0,1.0,44.0,1.0,9.0,195.0,498.0,360.0] 1
[373.0,2.0,803.0,1.0,6.0,367.0,345.0,281.0] 1
[689.0,47.0,59.0,1.0,9.0,511.0,195.0,343.0] 1
[223.0,32.0,895.0,2.0,6.0,348.0,345.0,857.0] 1
[846.0,17.0,851.0,1.0,8.0,344.0,360.0,195.0] 1
[180.0,26.0,907.0,1.0,8.0,653.0,195.0,141.0] 1
[524.0,23.0,124.0,1.0,7.0,338.0,361.0,195.0] 1
[85.0,13.0,82.0,1.0,8.0,367.0,195.0,338.0] 1
[217.0,31.0,41.0,1.0,9.0,361.0,484.0,340.0] 1
[243.0,35.0,381.0,1.0,8.0,348.0,360.0,338.0] 1
[116.0,17.0,261.0,2.0,6.0,100.0,226.0,645.0] 1
[133.0,19.0,907.0,1.0,8.0,498.0,361.0,195.0] 1
[342.0,49.0,820.0,2.0,6.0,360.0,857.0,338.0] 1
[556.0,28.0,240.0,1.0,7.0,348.0,345.0,435.0] 1
[497.0,19.0,198.0,2.0,6.0,609.0,608.0,602.0] 1
[142.0,21.0,243.0,1.0,8.0,348.0,338.0,857.0] 1
[741.0,2.0,117.0,2.0,3.0,195.0,206.0,278.0] 1
[107.0,16.0,14.0,1.0,8.0,367.0,281.0,195.0] 1
[123.0,18.0,912.0,2.0,7.0,474.0,67.0,15.0] 1
[460.0,14.0,93.0,1.0,9.0,348.0,602.0,195.0] 1
[461.0,14.0,93.0,1.0,9.0,866.0,602.0,348.0] 1
[798.0,10.0,379.0,1.0,7.0,195.0,372.0,360.0] 1
[570.0,30.0,102.0,1.0,6.0,348.0,361.0,348.0] 1
[287.0,41.0,890.0,1.0,6.0,480.0,195.0,458.0] 1
[292.0,42.0,373.0,1.0,6.0,195.0,484.0,297.0] 1
[545.0,26.0,80.0,1.0,6.0,438.0,418.0,361.0] 1
[665.0,43.0,94.0,2.0,6.0,831.0,499.0,857.0] 1
[205.0,30.0,376.0,2.0,4.0,195.0,383.0,338.0] 1
[460.0,14.0,165.0,2.0,9.0,798.0,645.0,365.0] 1
[216.0,31.0,1.0,2.0,6.0,831.0,343.0,195.0] 1
[474.0,16.0,106.0,2.0,6.0,414.0,854.0,195.0] 1
[498.0,19.0,18.0,1.0,9.0,452.0,153.0,195.0] 1
[459.0,14.0,780.0,2.0,7.0,383.0,340.0,857.0] 1
[216.0,31.0,704.0,1.0,8.0,126.0,414.0,840.0] 1
[880.0,22.0,479.0,1.0,8.0,571.0,831.0,227.0] 1
[620.0,37.0,562.0,1.0,7.0,361.0,360.0,195.0] 1
[104.0,15.0,45.0,1.0,7.0,671.0,195.0,645.0] 1
[195.0,28.0,133.0,1.0,2.0,410.0,219.0,195.0] 1
[792.0,9.0,273.0,1.0,5.0,195.0,594.0,650.0] 1
[642.0,40.0,962.0,1.0,7.0,348.0,345.0,830.0] 1
[749.0,3.0,149.0,2.0,5.0,571.0,343.0,569.0] 1
[471.0,16.0,91.0,2.0,8.0,348.0,345.0,829.0] 1
[461.0,14.0,133.0,1.0,2.0,410.0,219.0,421.0] 1
[206.0,30.0,129.0,2.0,6.0,383.0,498.0,854.0] 1
[498.0,19.0,296.0,2.0,8.0,571.0,656.0,594.0] 1
[234.0,34.0,157.0,1.0,8.0,368.0,357.0,594.0] 1
[272.0,39.0,168.0,2.0,6.0,195.0,677.0,0.0] 1
[584.0,32.0,189.0,1.0,4.0,478.0,195.0,393.0] 1
[850.0,18.0,586.0,1.0,8.0,474.0,423.0,358.0] 1
[39.0,6.0,145.0,1.0,9.0,195.0,360.0,361.0] 1
[394.0,5.0,150.0,1.0,6.0,340.0,423.0,195.0] 1
[911.0,26.0,151.0,2.0,4.0,195.0,340.0,857.0] 1
[541.0,26.0,783.0,1.0,7.0,602.0,357.0,217.0] 1
[781.0,8.0,172.0,1.0,7.0,348.0,857.0,195.0] 1
[740.0,2.0,153.0,1.0,8.0,348.0,345.0,214.0] 1
[401.0,6.0,308.0,1.0,8.0,361.0,348.0,195.0] 1
[270.0,39.0,104.0,1.0,6.0,651.0,831.0,348.0] 1
[61.0,9.0,745.0,1.0,8.0,366.0,360.0,348.0] 1
[518.0,22.0,137.0,1.0,9.0,195.0,423.0,360.0] 1
[437.0,11.0,520.0,1.0,8.0,348.0,857.0,195.0] 1
[193.0,28.0,683.0,2.0,4.0,829.0,383.0,340.0] 1
[482.0,17.0,112.0,1.0,6.0,418.0,218.0,195.0] 1
[569.0,30.0,488.0,1.0,5.0,829.0,195.0,499.0] 1
[491.0,18.0,113.0,1.0,8.0,348.0,345.0,195.0] 1
[374.0,2.0,208.0,2.0,10.0,571.0,229.0,192.0] 1
[102.0,15.0,127.0,1.0,5.0,344.0,360.0,319.0] 1
[743.0,2.0,777.0,2.0,7.0,594.0,571.0,195.0] 1
[614.0,36.0,347.0,1.0,5.0,651.0,226.0,340.0] 1
[175.0,25.0,111.0,2.0,6.0,571.0,343.0,839.0] 1
[518.0,22.0,117.0,2.0,2.0,195.0,397.0,393.0] 1
[159.0,23.0,120.0,1.0,5.0,195.0,570.0,338.0] 1
[443.0,12.0,835.0,2.0,9.0,617.0,571.0,594.0] 1
[620.0,37.0,92.0,1.0,9.0,360.0,345.0,361.0] 1
[86.0,13.0,119.0,1.0,8.0,651.0,195.0,348.0] 1
[641.0,40.0,471.0,1.0,10.0,361.0,360.0,499.0] 1
[178.0,26.0,762.0,2.0,4.0,809.0,288.0,829.0] 1
[393.0,4.0,405.0,1.0,5.0,344.0,348.0,195.0] 1
[646.0,41.0,62.0,1.0,8.0,649.0,647.0,195.0] 1
[324.0,47.0,126.0,2.0,5.0,829.0,511.0,195.0] 1
[849.0,17.0,48.0,1.0,9.0,418.0,357.0,195.0] 1
[358.0,52.0,238.0,1.0,6.0,645.0,195.0,243.0] 1
[41.0,6.0,37.0,2.0,7.0,677.0,227.0,361.0] 1
[204.0,30.0,128.0,1.0,7.0,348.0,345.0,857.0] 1
[501.0,20.0,13.0,1.0,8.0,195.0,594.0,361.0] 1
[722.0,51.0,99.0,2.0,6.0,571.0,90.0,522.0] 1
[234.0,34.0,129.0,2.0,6.0,866.0,479.0,596.0] 1
[737.0,1.0,452.0,1.0,6.0,452.0,195.0,338.0] 1
[234.0,34.0,309.0,1.0,7.0,361.0,360.0,414.0] 1
[106.0,16.0,740.0,2.0,7.0,488.0,830.0,474.0] 1
[734.0,1.0,719.0,2.0,2.0,195.0,218.0,0.0] 1
[673.0,44.0,720.0,2.0,5.0,414.0,645.0,218.0] 1
[774.0,7.0,722.0,1.0,8.0,366.0,281.0,195.0] 1
[244.0,35.0,924.0,2.0,7.0,195.0,650.0,499.0] 1
[812.0,12.0,551.0,1.0,8.0,348.0,338.0,857.0] 1
[118.0,17.0,732.0,1.0,5.0,237.0,645.0,195.0] 1
[166.0,24.0,732.0,1.0,5.0,237.0,645.0,195.0] 1
[192.0,28.0,732.0,1.0,5.0,237.0,652.0,647.0] 1
[640.0,40.0,625.0,1.0,6.0,345.0,423.0,857.0] 1
[238.0,34.0,732.0,1.0,5.0,237.0,645.0,218.0] 1
[183.0,27.0,850.0,1.0,8.0,361.0,360.0,348.0] 1
[349.0,50.0,732.0,1.0,6.0,237.0,645.0,195.0] 1
[81.0,12.0,880.0,1.0,7.0,344.0,423.0,195.0] 1
[37.0,6.0,736.0,1.0,6.0,344.0,348.0,338.0] 1
[502.0,20.0,715.0,1.0,7.0,645.0,594.0,606.0] 1
[348.0,50.0,810.0,1.0,8.0,366.0,348.0,338.0] 1
[237.0,34.0,746.0,1.0,7.0,620.0,423.0,620.0] 1
[423.0,9.0,753.0,2.0,3.0,195.0,218.0,458.0] 1
[934.0,30.0,779.0,1.0,6.0,459.0,222.0,195.0] 1
[1878.0,8.0,754.0,2.0,8.0,713.0,702.0,365.0] 1
[37.0,6.0,755.0,1.0,8.0,571.0,319.0,195.0] 1
[228.0,33.0,510.0,1.0,8.0,153.0,645.0,115.0] 1
[395.0,5.0,757.0,1.0,9.0,428.0,511.0,360.0] 1
[129.0,19.0,269.0,1.0,8.0,361.0,195.0,348.0] 1
[699.0,48.0,758.0,1.0,9.0,651.0,195.0,338.0] 1
[33.0,5.0,133.0,1.0,2.0,410.0,219.0,195.0] 1
[361.0,52.0,759.0,2.0,4.0,195.0,831.0,218.0] 1
[31.0,5.0,766.0,2.0,6.0,344.0,388.0,845.0] 1
[784.0,8.0,46.0,1.0,6.0,361.0,420.0,360.0] 1
[578.0,31.0,686.0,1.0,7.0,453.0,198.0,195.0] 1
[167.0,24.0,262.0,1.0,7.0,366.0,195.0,281.0] 1
[460.0,14.0,687.0,1.0,8.0,344.0,348.0,195.0] 1
[480.0,17.0,687.0,1.0,8.0,344.0,360.0,344.0] 1
[414.0,7.0,846.0,1.0,7.0,651.0,361.0,594.0] 1
[607.0,35.0,689.0,1.0,8.0,361.0,360.0,594.0] 1
[422.0,9.0,918.0,2.0,6.0,484.0,485.0,645.0] 1
[286.0,41.0,499.0,2.0,8.0,866.0,423.0,571.0] 1
[116.0,17.0,690.0,1.0,6.0,237.0,649.0,195.0] 1
[805.0,11.0,230.0,2.0,3.0,420.0,338.0,645.0] 1
[861.0,19.0,541.0,1.0,9.0,473.0,338.0,195.0] 1
[108.0,16.0,695.0,1.0,6.0,420.0,195.0,338.0] 1
[490.0,18.0,729.0,1.0,8.0,238.0,195.0,218.0] 1
[558.0,28.0,768.0,1.0,8.0,348.0,420.0,195.0] 1
[643.0,40.0,735.0,1.0,7.0,361.0,831.0,571.0] 1
[135.0,20.0,902.0,1.0,7.0,366.0,338.0,517.0] 1
[440.0,11.0,695.0,1.0,6.0,420.0,357.0,195.0] 1
[682.0,46.0,677.0,1.0,6.0,388.0,854.0,340.0] 1
[487.0,18.0,701.0,2.0,6.0,348.0,511.0,857.0] 1
[392.0,4.0,707.0,1.0,2.0,195.0,0.0,0.0] 1
[843.0,17.0,711.0,1.0,9.0,339.0,334.0,360.0] 1
[24.0,4.0,715.0,1.0,7.0,195.0,594.0,650.0] 1
[391.0,4.0,387.0,2.0,10.0,227.0,214.0,195.0] 1
[326.0,47.0,175.0,1.0,8.0,319.0,502.0,218.0] 1
[693.0,47.0,535.0,1.0,8.0,651.0,361.0,338.0] 1
[223.0,32.0,715.0,1.0,7.0,684.0,594.0,677.0] 1
[96.0,14.0,764.0,1.0,5.0,511.0,195.0,283.0] 1
[483.0,17.0,308.0,1.0,8.0,502.0,507.0,218.0] 1
[346.0,50.0,845.0,2.0,5.0,218.0,237.0,652.0] 1
[59.0,9.0,846.0,1.0,6.0,651.0,358.0,361.0] 1
[315.0,45.0,846.0,1.0,7.0,361.0,195.0,218.0] 1
[296.0,43.0,847.0,1.0,7.0,344.0,348.0,348.0] 1
[235.0,34.0,84.0,1.0,6.0,397.0,651.0,340.0] 1
[1238.0,21.0,848.0,1.0,6.0,711.0,195.0,1.0] 1
[207.0,30.0,853.0,2.0,6.0,361.0,857.0,195.0] 1
[344.0,50.0,854.0,1.0,6.0,195.0,854.0,458.0] 1
[762.0,5.0,377.0,1.0,8.0,348.0,461.0,339.0] 1
[680.0,45.0,210.0,1.0,8.0,829.0,360.0,348.0] 1
[101.0,15.0,858.0,1.0,9.0,474.0,423.0,361.0] 1
[114.0,17.0,858.0,1.0,9.0,410.0,438.0,474.0] 1
[894.0,24.0,860.0,2.0,4.0,609.0,195.0,0.0] 1
[231.0,33.0,804.0,2.0,5.0,238.0,805.0,78.0] 1
[684.0,46.0,101.0,1.0,8.0,414.0,195.0,420.0] 1
[30.0,5.0,876.0,1.0,7.0,146.0,361.0,420.0] 1
[51.0,8.0,877.0,1.0,7.0,414.0,195.0,651.0] 1
[103.0,15.0,882.0,1.0,3.0,219.0,195.0,402.0] 1
[123.0,18.0,882.0,1.0,3.0,219.0,195.0,343.0] 1
[622.0,37.0,650.0,1.0,6.0,348.0,345.0,195.0] 1
[227.0,33.0,885.0,1.0,8.0,673.0,423.0,35.0] 1
[524.0,23.0,886.0,1.0,8.0,499.0,338.0,857.0] 1
[256.0,37.0,890.0,1.0,6.0,654.0,759.0,651.0] 1
[470.0,15.0,890.0,1.0,6.0,339.0,358.0,420.0] 1
[693.0,47.0,890.0,1.0,6.0,831.0,338.0,195.0] 1
[514.0,22.0,896.0,1.0,8.0,367.0,195.0,338.0] 1
[272.0,39.0,899.0,1.0,6.0,414.0,594.0,571.0] 1
[93.0,14.0,789.0,2.0,7.0,319.0,598.0,829.0] 1
[94.0,14.0,769.0,2.0,2.0,410.0,219.0,378.0] 1
[698.0,48.0,884.0,1.0,7.0,361.0,360.0,360.0] 1
[736.0,1.0,769.0,2.0,3.0,410.0,219.0,195.0] 1
[628.0,38.0,838.0,1.0,7.0,319.0,340.0,218.0] 1
[377.0,2.0,776.0,1.0,9.0,195.0,347.0,458.0] 1
[886.0,23.0,443.0,2.0,8.0,786.0,508.0,361.0] 1
[577.0,31.0,813.0,2.0,4.0,195.0,511.0,0.0] 1
[888.0,23.0,176.0,1.0,6.0,828.0,647.0,0.0] 1
[461.0,14.0,473.0,1.0,8.0,348.0,360.0,345.0] 1
[599.0,34.0,778.0,2.0,8.0,831.0,571.0,423.0] 1
[655.0,42.0,785.0,2.0,10.0,218.0,654.0,457.0] 1
[370.0,1.0,787.0,1.0,3.0,452.0,195.0,218.0] 1
[222.0,32.0,755.0,1.0,8.0,571.0,357.0,195.0] 1
[503.0,20.0,736.0,1.0,6.0,348.0,345.0,195.0] 1
[701.0,48.0,801.0,2.0,7.0,367.0,645.0,340.0] 1
[842.0,16.0,664.0,1.0,6.0,348.0,347.0,338.0] 1
[580.0,31.0,802.0,1.0,7.0,651.0,195.0,338.0] 1
[262.0,38.0,805.0,1.0,9.0,195.0,218.0,511.0] 1
[736.0,1.0,297.0,2.0,5.0,831.0,571.0,796.0] 1
[60.0,9.0,807.0,1.0,7.0,360.0,338.0,195.0] 1
[120.0,18.0,812.0,2.0,7.0,571.0,195.0,840.0] 1
[615.0,36.0,993.0,1.0,6.0,338.0,195.0,452.0] 1
[259.0,37.0,817.0,1.0,8.0,350.0,645.0,195.0] 1
[73.0,11.0,838.0,1.0,6.0,829.0,319.0,361.0] 1
[99.0,15.0,838.0,1.0,6.0,319.0,829.0,340.0] 1
[502.0,20.0,824.0,1.0,7.0,126.0,419.0,152.0] 1
[691.0,47.0,838.0,1.0,7.0,829.0,319.0,340.0] 1
[589.0,32.0,562.0,1.0,7.0,344.0,361.0,360.0] 1
[916.0,27.0,552.0,1.0,4.0,320.0,341.0,195.0] 1
[162.0,24.0,973.0,2.0,8.0,195.0,571.0,594.0] 1
[736.0,1.0,584.0,2.0,7.0,195.0,594.0,361.0] 1
[722.0,51.0,554.0,1.0,9.0,195.0,360.0,214.0] 1
[381.0,3.0,555.0,1.0,6.0,368.0,651.0,645.0] 1
[428.0,9.0,560.0,1.0,9.0,344.0,361.0,348.0] 1
[1220.0,18.0,566.0,2.0,8.0,602.0,214.0,338.0] 1
[926.0,28.0,567.0,1.0,7.0,360.0,361.0,423.0] 1
[376.0,2.0,573.0,1.0,7.0,348.0,360.0,360.0] 1
[342.0,49.0,590.0,1.0,6.0,367.0,195.0,370.0] 1
[1742.0,41.0,580.0,1.0,6.0,484.0,499.0,601.0] 1
[515.0,22.0,583.0,1.0,7.0,602.0,420.0,218.0] 1
[665.0,43.0,899.0,1.0,6.0,126.0,854.0,854.0] 1
[477.0,16.0,336.0,1.0,8.0,438.0,423.0,499.0] 1
[839.0,16.0,585.0,1.0,9.0,665.0,218.0,195.0] 1
[228.0,33.0,329.0,1.0,7.0,348.0,345.0,195.0] 1
[423.0,9.0,589.0,1.0,6.0,344.0,361.0,195.0] 1
[450.0,13.0,589.0,1.0,6.0,348.0,358.0,195.0] 1
[669.0,44.0,886.0,1.0,8.0,829.0,195.0,505.0] 1
[185.0,27.0,590.0,1.0,6.0,348.0,345.0,195.0] 1
[68.0,10.0,306.0,2.0,8.0,829.0,319.0,340.0] 1
[386.0,3.0,590.0,1.0,6.0,348.0,345.0,338.0] 1
[557.0,28.0,471.0,1.0,10.0,466.0,195.0,340.0] 1
[340.0,49.0,592.0,2.0,9.0,414.0,842.0,195.0] 1
[231.0,33.0,705.0,2.0,7.0,453.0,15.0,65.0] 1
[301.0,43.0,600.0,2.0,4.0,549.0,195.0,558.0] 1
[83.0,12.0,699.0,2.0,9.0,503.0,511.0,218.0] 1
[268.0,39.0,556.0,1.0,8.0,319.0,511.0,195.0] 1
[249.0,36.0,761.0,2.0,8.0,361.0,348.0,857.0] 1
[605.0,35.0,522.0,1.0,8.0,420.0,195.0,845.0] 1
[214.0,31.0,691.0,1.0,8.0,414.0,361.0,229.0] 1
[37.0,6.0,857.0,1.0,6.0,615.0,195.0,652.0] 1
[699.0,48.0,523.0,1.0,5.0,195.0,650.0,594.0] 1
[476.0,16.0,894.0,1.0,6.0,367.0,358.0,357.0] 1
[743.0,2.0,524.0,2.0,4.0,362.0,511.0,343.0] 1
[263.0,38.0,143.0,2.0,8.0,620.0,653.0,620.0] 1
[277.0,40.0,527.0,1.0,8.0,348.0,348.0,338.0] 1
[1755.0,43.0,529.0,1.0,7.0,144.0,182.0,469.0] 1
[351.0,51.0,536.0,2.0,6.0,195.0,255.0,845.0] 1
[852.0,18.0,538.0,1.0,8.0,348.0,195.0,214.0] 1
[314.0,45.0,548.0,1.0,9.0,620.0,423.0,361.0] 1
[684.0,46.0,607.0,1.0,5.0,195.0,615.0,195.0] 1
[502.0,20.0,549.0,1.0,6.0,339.0,347.0,348.0] 1
[1779.0,46.0,767.0,2.0,6.0,227.0,216.0,571.0] 1
[541.0,26.0,67.0,2.0,2.0,443.0,571.0,0.0] 1
[190.0,28.0,876.0,1.0,8.0,414.0,146.0,420.0] 1
[553.0,27.0,549.0,1.0,6.0,366.0,361.0,338.0] 1
[439.0,11.0,715.0,1.0,7.0,829.0,218.0,195.0] 1
[757.0,4.0,816.0,2.0,9.0,144.0,423.0,360.0] 1
[559.0,28.0,549.0,1.0,6.0,367.0,248.0,366.0] 1
